run,label_idx,alpha,tp,fp,tn,fn,name
16,0,0.1,279,57,3077,309,df_ml_nc_w_demo_ip
16,1,0.1,253,48,3104,317,df_ml_nc_w_demo_ip
16,2,0.1,2571,15,770,366,df_ml_nc_w_demo_ip
17,0,0.1,262,36,3053,368,df_ml_nc_w_demo_ip
17,1,0.1,237,24,3119,339,df_ml_nc_w_demo_ip
17,2,0.1,2519,0,813,387,df_ml_nc_w_demo_ip
18,0,0.1,254,44,3090,330,df_ml_nc_w_demo_ip
18,1,0.1,204,1,3168,345,df_ml_nc_w_demo_ip
18,2,0.1,2594,1,762,361,df_ml_nc_w_demo_ip
19,0,0.1,253,6,3101,362,df_ml_nc_w_demo_ip
19,1,0.1,192,2,3152,376,df_ml_nc_w_demo_ip
19,2,0.1,2576,2,791,353,df_ml_nc_w_demo_ip
20,0,0.1,299,69,3037,316,df_ml_nc_w_demo_ip
20,1,0.1,233,50,3088,350,df_ml_nc_w_demo_ip
20,2,0.1,2575,31,780,335,df_ml_nc_w_demo_ip
21,0,0.1,303,63,3030,323,df_ml_nc_w_demo_ip
21,1,0.1,273,77,3057,312,df_ml_nc_w_demo_ip
21,2,0.1,2569,25,782,343,df_ml_nc_w_demo_ip
22,0,0.1,262,15,3089,356,df_ml_nc_w_demo_ip
22,1,0.1,262,0,3105,355,df_ml_nc_w_demo_ip
22,2,0.1,2499,2,829,392,df_ml_nc_w_demo_ip
23,0,0.1,239,62,3055,375,df_ml_nc_w_demo_ip
23,1,0.1,324,115,3030,262,df_ml_nc_w_demo_ip
23,2,0.1,2627,87,707,310,df_ml_nc_w_demo_ip
24,0,0.1,335,109,2987,292,df_ml_nc_w_demo_ip
24,1,0.1,324,50,3076,273,df_ml_nc_w_demo_ip
24,2,0.1,2624,34,794,271,df_ml_nc_w_demo_ip
25,0,0.1,230,17,3089,388,df_ml_nc_w_demo_ip
25,1,0.1,208,4,3126,386,df_ml_nc_w_demo_ip
25,2,0.1,2615,77,736,296,df_ml_nc_w_demo_ip
26,0,0.1,313,35,3037,336,df_ml_nc_w_demo_ip
26,1,0.1,292,87,3008,334,df_ml_nc_w_demo_ip
26,2,0.1,2586,13,818,304,df_ml_nc_w_demo_ip
27,0,0.1,242,13,3112,354,df_ml_nc_w_demo_ip
27,1,0.1,198,8,3155,360,df_ml_nc_w_demo_ip
27,2,0.1,2596,5,756,364,df_ml_nc_w_demo_ip
28,0,0.1,326,39,3046,310,df_ml_nc_w_demo_ip
28,1,0.1,298,67,3075,281,df_ml_nc_w_demo_ip
28,2,0.1,2627,58,747,289,df_ml_nc_w_demo_ip
29,0,0.1,264,34,3104,325,df_ml_nc_w_demo_ip
29,1,0.1,345,101,3028,253,df_ml_nc_w_demo_ip
29,2,0.1,2576,17,779,355,df_ml_nc_w_demo_ip
30,0,0.1,223,4,3136,361,df_ml_nc_w_demo_ip
30,1,0.1,208,14,3167,335,df_ml_nc_w_demo_ip
30,2,0.1,2589,12,744,379,df_ml_nc_w_demo_ip
31,0,0.1,267,14,3104,343,df_ml_nc_w_demo_ip
31,1,0.1,227,4,3150,347,df_ml_nc_w_demo_ip
31,2,0.1,2732,183,618,195,df_ml_nc_w_demo_ip
32,0,0.1,366,98,3003,257,df_ml_nc_w_demo_ip
32,1,0.1,287,72,3052,313,df_ml_nc_w_demo_ip
32,2,0.1,2592,44,779,309,df_ml_nc_w_demo_ip
33,0,0.1,227,9,3115,371,df_ml_nc_w_demo_ip
33,1,0.1,212,0,3149,361,df_ml_nc_w_demo_ip
33,2,0.1,2569,7,775,371,df_ml_nc_w_demo_ip
34,0,0.1,267,34,3079,342,df_ml_nc_w_demo_ip
34,1,0.1,215,17,3131,359,df_ml_nc_w_demo_ip
34,2,0.1,2572,14,795,341,df_ml_nc_w_demo_ip
35,0,0.1,281,11,3118,319,df_ml_nc_w_demo_ip
35,1,0.1,242,22,3118,347,df_ml_nc_w_demo_ip
35,2,0.1,2626,107,704,292,df_ml_nc_w_demo_ip
36,0,0.1,265,9,3081,368,df_ml_nc_w_demo_ip
36,1,0.1,215,3,3112,393,df_ml_nc_w_demo_ip
36,2,0.1,2526,2,835,360,df_ml_nc_w_demo_ip
37,0,0.1,295,60,3044,316,df_ml_nc_w_demo_ip
37,1,0.1,180,7,3128,400,df_ml_nc_w_demo_ip
37,2,0.1,2512,9,802,392,df_ml_nc_w_demo_ip
38,0,0.1,236,13,3107,368,df_ml_nc_w_demo_ip
38,1,0.1,214,0,3146,364,df_ml_nc_w_demo_ip
38,2,0.1,2599,9,773,343,df_ml_nc_w_demo_ip
39,0,0.1,304,38,3050,337,df_ml_nc_w_demo_ip
39,1,0.1,233,24,3101,371,df_ml_nc_w_demo_ip
39,2,0.1,2573,39,791,326,df_ml_nc_w_demo_ip
40,0,0.1,257,0,3091,369,df_ml_nc_w_demo_ip
40,1,0.1,251,22,3092,352,df_ml_nc_w_demo_ip
40,2,0.1,2540,3,813,361,df_ml_nc_w_demo_ip
41,0,0.1,300,55,3084,277,df_ml_nc_w_demo_ip
41,1,0.1,355,155,3013,193,df_ml_nc_w_demo_ip
41,2,0.1,2642,31,726,317,df_ml_nc_w_demo_ip
42,0,0.1,361,91,2998,279,df_ml_nc_w_demo_ip
42,1,0.1,271,45,3080,333,df_ml_nc_w_demo_ip
42,2,0.1,2677,106,717,229,df_ml_nc_w_demo_ip
43,0,0.1,367,175,2944,237,df_ml_nc_w_demo_ip
43,1,0.1,302,120,3031,270,df_ml_nc_w_demo_ip
43,2,0.1,2598,54,719,352,df_ml_nc_w_demo_ip
44,0,0.1,246,0,3114,364,df_ml_nc_w_demo_ip
44,1,0.1,227,1,3129,367,df_ml_nc_w_demo_ip
44,2,0.1,2548,1,816,359,df_ml_nc_w_demo_ip
45,0,0.1,246,2,3129,346,df_ml_nc_w_demo_ip
45,1,0.1,251,15,3126,331,df_ml_nc_w_demo_ip
45,2,0.1,2588,3,786,346,df_ml_nc_w_demo_ip
46,0,0.1,285,28,3093,320,df_ml_nc_w_demo_ip
46,1,0.1,210,7,3137,372,df_ml_nc_w_demo_ip
46,2,0.1,2556,1,805,364,df_ml_nc_w_demo_ip
47,0,0.1,296,74,3064,285,df_ml_nc_w_demo_ip
47,1,0.1,282,31,3144,262,df_ml_nc_w_demo_ip
47,2,0.1,2655,46,710,308,df_ml_nc_w_demo_ip
48,0,0.1,264,0,3064,394,df_ml_nc_w_demo_ip
48,1,0.1,248,12,3121,341,df_ml_nc_w_demo_ip
48,2,0.1,2541,2,828,351,df_ml_nc_w_demo_ip
49,0,0.1,284,53,3074,313,df_ml_nc_w_demo_ip
49,1,0.1,209,4,3142,369,df_ml_nc_w_demo_ip
49,2,0.1,2560,15,775,374,df_ml_nc_w_demo_ip
50,0,0.1,261,28,3089,340,df_ml_nc_w_demo_ip
50,1,0.1,291,72,3080,275,df_ml_nc_w_demo_ip
50,2,0.1,2602,2,790,324,df_ml_nc_w_demo_ip
51,0,0.1,270,6,3102,344,df_ml_nc_w_demo_ip
51,1,0.1,260,50,3089,323,df_ml_nc_w_demo_ip
51,2,0.1,2516,8,800,398,df_ml_nc_w_demo_ip
52,0,0.1,355,118,2965,275,df_ml_nc_w_demo_ip
52,1,0.1,275,79,3063,296,df_ml_nc_w_demo_ip
52,2,0.1,2635,90,722,266,df_ml_nc_w_demo_ip
53,0,0.1,241,8,3094,377,df_ml_nc_w_demo_ip
53,1,0.1,207,1,3127,385,df_ml_nc_w_demo_ip
53,2,0.1,2545,0,813,362,df_ml_nc_w_demo_ip
54,0,0.1,253,1,3105,364,df_ml_nc_w_demo_ip
54,1,0.1,264,57,3086,316,df_ml_nc_w_demo_ip
54,2,0.1,2561,0,803,359,df_ml_nc_w_demo_ip
55,0,0.1,302,23,3085,323,df_ml_nc_w_demo_ip
55,1,0.1,232,13,3116,372,df_ml_nc_w_demo_ip
55,2,0.1,2564,0,813,356,df_ml_nc_w_demo_ip
56,0,0.1,286,22,3060,354,df_ml_nc_w_demo_ip
56,1,0.1,210,10,3118,384,df_ml_nc_w_demo_ip
56,2,0.1,2554,34,795,339,df_ml_nc_w_demo_ip
57,0,0.1,318,81,3040,284,df_ml_nc_w_demo_ip
57,1,0.1,249,48,3084,342,df_ml_nc_w_demo_ip
57,2,0.1,2590,22,779,332,df_ml_nc_w_demo_ip
58,0,0.1,307,23,3079,308,df_ml_nc_w_demo_ip
58,1,0.1,256,34,3102,325,df_ml_nc_w_demo_ip
58,2,0.1,2565,9,782,361,df_ml_nc_w_demo_ip
59,0,0.1,263,2,3117,347,df_ml_nc_w_demo_ip
59,1,0.1,226,19,3142,342,df_ml_nc_w_demo_ip
59,2,0.1,2583,0,793,353,df_ml_nc_w_demo_ip
60,0,0.1,236,30,3079,374,df_ml_nc_w_demo_ip
60,1,0.1,238,2,3106,373,df_ml_nc_w_demo_ip
60,2,0.1,2567,0,807,345,df_ml_nc_w_demo_ip
61,0,0.1,247,6,3081,389,df_ml_nc_w_demo_ip
61,1,0.1,235,4,3141,343,df_ml_nc_w_demo_ip
61,2,0.1,2557,17,801,348,df_ml_nc_w_demo_ip
62,0,0.1,273,34,3047,364,df_ml_nc_w_demo_ip
62,1,0.1,224,0,3136,358,df_ml_nc_w_demo_ip
62,2,0.1,2542,0,815,361,df_ml_nc_w_demo_ip
63,0,0.1,246,14,3107,354,df_ml_nc_w_demo_ip
63,1,0.1,227,2,3161,331,df_ml_nc_w_demo_ip
63,2,0.1,2598,1,783,339,df_ml_nc_w_demo_ip
64,0,0.1,365,50,3036,274,df_ml_nc_w_demo_ip
64,1,0.1,316,77,3036,296,df_ml_nc_w_demo_ip
64,2,0.1,2598,47,776,304,df_ml_nc_w_demo_ip
65,0,0.1,315,106,2997,303,df_ml_nc_w_demo_ip
65,1,0.1,245,17,3082,377,df_ml_nc_w_demo_ip
65,2,0.1,2572,58,776,315,df_ml_nc_w_demo_ip
66,0,0.1,291,26,3110,295,df_ml_nc_w_demo_ip
66,1,0.1,293,66,3068,295,df_ml_nc_w_demo_ip
66,2,0.1,2626,90,717,289,df_ml_nc_w_demo_ip
67,0,0.1,396,91,3009,224,df_ml_nc_w_demo_ip
67,1,0.1,319,102,3008,291,df_ml_nc_w_demo_ip
67,2,0.1,2586,92,725,317,df_ml_nc_w_demo_ip
68,0,0.1,319,84,3005,312,df_ml_nc_w_demo_ip
68,1,0.1,322,105,3014,279,df_ml_nc_w_demo_ip
68,2,0.1,2550,44,789,337,df_ml_nc_w_demo_ip
69,0,0.1,252,17,3065,391,df_ml_nc_w_demo_ip
69,1,0.1,219,0,3142,364,df_ml_nc_w_demo_ip
69,2,0.1,2507,1,822,395,df_ml_nc_w_demo_ip
70,0,0.1,280,14,3087,331,df_ml_nc_w_demo_ip
70,1,0.1,248,47,3087,330,df_ml_nc_w_demo_ip
70,2,0.1,2639,137,671,265,df_ml_nc_w_demo_ip
71,0,0.1,321,122,2982,298,df_ml_nc_w_demo_ip
71,1,0.1,246,50,3104,323,df_ml_nc_w_demo_ip
71,2,0.1,2629,55,752,287,df_ml_nc_w_demo_ip
72,0,0.1,256,23,3043,400,df_ml_nc_w_demo_ip
72,1,0.1,210,10,3108,394,df_ml_nc_w_demo_ip
72,2,0.1,2484,18,823,397,df_ml_nc_w_demo_ip
73,0,0.1,321,56,3047,299,df_ml_nc_w_demo_ip
73,1,0.1,199,34,3121,369,df_ml_nc_w_demo_ip
73,2,0.1,2568,29,771,355,df_ml_nc_w_demo_ip
74,0,0.1,256,1,3082,382,df_ml_nc_w_demo_ip
74,1,0.1,212,19,3115,375,df_ml_nc_w_demo_ip
74,2,0.1,2474,0,820,427,df_ml_nc_w_demo_ip
75,0,0.1,365,87,3014,254,df_ml_nc_w_demo_ip
75,1,0.1,297,99,3055,269,df_ml_nc_w_demo_ip
75,2,0.1,2539,17,779,385,df_ml_nc_w_demo_ip
76,0,0.1,215,8,3099,398,df_ml_nc_w_demo_ip
76,1,0.1,183,1,3149,387,df_ml_nc_w_demo_ip
76,2,0.1,2571,1,793,355,df_ml_nc_w_demo_ip
77,0,0.1,285,33,3083,321,df_ml_nc_w_demo_ip
77,1,0.1,244,64,3081,333,df_ml_nc_w_demo_ip
77,2,0.1,2574,12,783,353,df_ml_nc_w_demo_ip
78,0,0.1,354,106,3003,261,df_ml_nc_w_demo_ip
78,1,0.1,315,92,3044,273,df_ml_nc_w_demo_ip
78,2,0.1,2579,69,753,323,df_ml_nc_w_demo_ip
79,0,0.1,277,29,3066,349,df_ml_nc_w_demo_ip
79,1,0.1,234,28,3088,371,df_ml_nc_w_demo_ip
79,2,0.1,2554,39,792,336,df_ml_nc_w_demo_ip
80,0,0.1,289,63,3054,315,df_ml_nc_w_demo_ip
80,1,0.1,312,76,3047,286,df_ml_nc_w_demo_ip
80,2,0.1,2632,62,734,293,df_ml_nc_w_demo_ip
81,0,0.1,316,88,3042,276,df_ml_nc_w_demo_ip
81,1,0.1,291,71,3074,286,df_ml_nc_w_demo_ip
81,2,0.1,2653,76,717,276,df_ml_nc_w_demo_ip
82,0,0.1,309,83,3033,292,df_ml_nc_w_demo_ip
82,1,0.1,304,57,3065,291,df_ml_nc_w_demo_ip
82,2,0.1,2622,44,758,293,df_ml_nc_w_demo_ip
83,0,0.1,259,34,3072,356,df_ml_nc_w_demo_ip
83,1,0.1,220,3,3139,359,df_ml_nc_w_demo_ip
83,2,0.1,2588,0,797,336,df_ml_nc_w_demo_ip
84,0,0.1,304,44,3039,326,df_ml_nc_w_demo_ip
84,1,0.1,250,6,3094,363,df_ml_nc_w_demo_ip
84,2,0.1,2569,7,815,322,df_ml_nc_w_demo_ip
85,0,0.1,261,16,3071,371,df_ml_nc_w_demo_ip
85,1,0.1,244,7,3100,368,df_ml_nc_w_demo_ip
85,2,0.1,2560,20,806,333,df_ml_nc_w_demo_ip
86,0,0.1,292,50,3071,309,df_ml_nc_w_demo_ip
86,1,0.1,271,86,3051,314,df_ml_nc_w_demo_ip
86,2,0.1,2572,12,776,362,df_ml_nc_w_demo_ip
87,0,0.1,332,89,3049,258,df_ml_nc_w_demo_ip
87,1,0.1,306,111,3050,261,df_ml_nc_w_demo_ip
87,2,0.1,2648,81,699,300,df_ml_nc_w_demo_ip
88,0,0.1,306,89,3004,320,df_ml_nc_w_demo_ip
88,1,0.1,264,45,3094,316,df_ml_nc_w_demo_ip
88,2,0.1,2591,99,716,313,df_ml_nc_w_demo_ip
89,0,0.1,264,13,3091,357,df_ml_nc_w_demo_ip
89,1,0.1,213,23,3126,363,df_ml_nc_w_demo_ip
89,2,0.1,2530,4,795,396,df_ml_nc_w_demo_ip
90,0,0.1,253,6,3085,382,df_ml_nc_w_demo_ip
90,1,0.1,176,4,3143,403,df_ml_nc_w_demo_ip
90,2,0.1,2545,1,810,370,df_ml_nc_w_demo_ip
91,0,0.1,301,67,3054,306,df_ml_nc_w_demo_ip
91,1,0.1,270,81,3092,285,df_ml_nc_w_demo_ip
91,2,0.1,2602,22,763,341,df_ml_nc_w_demo_ip
92,0,0.1,321,71,3039,287,df_ml_nc_w_demo_ip
92,1,0.1,215,22,3107,374,df_ml_nc_w_demo_ip
92,2,0.1,2527,28,784,379,df_ml_nc_w_demo_ip
93,0,0.1,259,11,3123,331,df_ml_nc_w_demo_ip
93,1,0.1,213,6,3172,333,df_ml_nc_w_demo_ip
93,2,0.1,2573,9,764,378,df_ml_nc_w_demo_ip
94,0,0.1,274,33,3056,360,df_ml_nc_w_demo_ip
94,1,0.1,216,20,3099,388,df_ml_nc_w_demo_ip
94,2,0.1,2552,66,759,346,df_ml_nc_w_demo_ip
95,0,0.1,269,27,3067,363,df_ml_nc_w_demo_ip
95,1,0.1,200,0,3124,402,df_ml_nc_w_demo_ip
95,2,0.1,2567,3,817,339,df_ml_nc_w_demo_ip
96,0,0.1,328,93,3032,272,df_ml_nc_w_demo_ip
96,1,0.1,308,129,3035,253,df_ml_nc_w_demo_ip
96,2,0.1,2629,61,720,315,df_ml_nc_w_demo_ip
97,0,0.1,307,46,3048,326,df_ml_nc_w_demo_ip
97,1,0.1,251,54,3080,342,df_ml_nc_w_demo_ip
97,2,0.1,2583,19,810,315,df_ml_nc_w_demo_ip
98,0,0.1,273,10,3093,341,df_ml_nc_w_demo_ip
98,1,0.1,242,0,3127,348,df_ml_nc_w_demo_ip
98,2,0.1,2505,5,808,399,df_ml_nc_w_demo_ip
99,0,0.1,333,77,3024,287,df_ml_nc_w_demo_ip
99,1,0.1,215,2,3129,375,df_ml_nc_w_demo_ip
99,2,0.1,2557,15,794,355,df_ml_nc_w_demo_ip
0,0,0.25,3,326,2751,646,df_ml_nc_w_demo_ip
0,1,0.25,16,362,2800,548,df_ml_nc_w_demo_ip
0,2,0.25,2029,51,744,902,df_ml_nc_w_demo_ip
1,0,0.25,48,370,2747,564,df_ml_nc_w_demo_ip
1,1,0.25,0,360,2820,549,df_ml_nc_w_demo_ip
1,2,0.25,1997,4,781,947,df_ml_nc_w_demo_ip
2,0,0.25,73,445,2680,521,df_ml_nc_w_demo_ip
2,1,0.25,57,393,2781,488,df_ml_nc_w_demo_ip
2,2,0.25,2156,67,706,790,df_ml_nc_w_demo_ip
3,0,0.25,58,342,2755,568,df_ml_nc_w_demo_ip
3,1,0.25,83,413,2716,511,df_ml_nc_w_demo_ip
3,2,0.25,2102,119,700,802,df_ml_nc_w_demo_ip
4,0,0.25,25,306,2813,582,df_ml_nc_w_demo_ip
4,1,0.25,4,310,2839,573,df_ml_nc_w_demo_ip
4,2,0.25,2080,12,774,860,df_ml_nc_w_demo_ip
5,0,0.25,38,327,2792,566,df_ml_nc_w_demo_ip
5,1,0.25,4,394,2724,601,df_ml_nc_w_demo_ip
5,2,0.25,2007,0,820,896,df_ml_nc_w_demo_ip
6,0,0.25,22,340,2789,571,df_ml_nc_w_demo_ip
6,1,0.25,8,358,2776,580,df_ml_nc_w_demo_ip
6,2,0.25,2055,13,762,892,df_ml_nc_w_demo_ip
7,0,0.25,5,311,2825,579,df_ml_nc_w_demo_ip
7,1,0.25,2,330,2803,585,df_ml_nc_w_demo_ip
7,2,0.25,2025,10,767,918,df_ml_nc_w_demo_ip
8,0,0.25,3,292,2838,591,df_ml_nc_w_demo_ip
8,1,0.25,3,376,2809,536,df_ml_nc_w_demo_ip
8,2,0.25,2036,5,765,918,df_ml_nc_w_demo_ip
9,0,0.25,5,312,2809,596,df_ml_nc_w_demo_ip
9,1,0.25,6,322,2828,566,df_ml_nc_w_demo_ip
9,2,0.25,2030,15,784,893,df_ml_nc_w_demo_ip
10,0,0.25,152,485,2622,458,df_ml_nc_w_demo_ip
10,1,0.25,121,465,2673,458,df_ml_nc_w_demo_ip
10,2,0.25,2233,287,519,678,df_ml_nc_w_demo_ip
11,0,0.25,123,440,2688,469,df_ml_nc_w_demo_ip
11,1,0.25,115,469,2700,436,df_ml_nc_w_demo_ip
11,2,0.25,2133,155,620,812,df_ml_nc_w_demo_ip
12,0,0.25,132,426,2663,495,df_ml_nc_w_demo_ip
12,1,0.25,23,424,2679,590,df_ml_nc_w_demo_ip
12,2,0.25,2012,51,785,868,df_ml_nc_w_demo_ip
13,0,0.25,57,398,2700,573,df_ml_nc_w_demo_ip
13,1,0.25,38,368,2748,574,df_ml_nc_w_demo_ip
13,2,0.25,2142,131,696,759,df_ml_nc_w_demo_ip
14,0,0.25,164,509,2622,417,df_ml_nc_w_demo_ip
14,1,0.25,61,413,2745,493,df_ml_nc_w_demo_ip
14,2,0.25,2109,75,693,835,df_ml_nc_w_demo_ip
15,0,0.25,149,538,2552,483,df_ml_nc_w_demo_ip
15,1,0.25,85,475,2665,497,df_ml_nc_w_demo_ip
15,2,0.25,2091,138,679,814,df_ml_nc_w_demo_ip
16,0,0.25,80,417,2717,508,df_ml_nc_w_demo_ip
16,1,0.25,59,436,2716,511,df_ml_nc_w_demo_ip
16,2,0.25,2037,44,741,900,df_ml_nc_w_demo_ip
17,0,0.25,80,418,2671,550,df_ml_nc_w_demo_ip
17,1,0.25,37,392,2751,539,df_ml_nc_w_demo_ip
17,2,0.25,1935,7,806,971,df_ml_nc_w_demo_ip
18,0,0.25,64,368,2766,520,df_ml_nc_w_demo_ip
18,1,0.25,0,361,2808,549,df_ml_nc_w_demo_ip
18,2,0.25,2044,37,726,911,df_ml_nc_w_demo_ip
19,0,0.25,7,319,2788,608,df_ml_nc_w_demo_ip
19,1,0.25,4,320,2834,564,df_ml_nc_w_demo_ip
19,2,0.25,1996,5,788,933,df_ml_nc_w_demo_ip
20,0,0.25,86,431,2675,529,df_ml_nc_w_demo_ip
20,1,0.25,51,401,2737,532,df_ml_nc_w_demo_ip
20,2,0.25,2092,107,704,818,df_ml_nc_w_demo_ip
21,0,0.25,93,452,2641,533,df_ml_nc_w_demo_ip
21,1,0.25,107,403,2731,478,df_ml_nc_w_demo_ip
21,2,0.25,2054,68,739,858,df_ml_nc_w_demo_ip
22,0,0.25,24,328,2776,594,df_ml_nc_w_demo_ip
22,1,0.25,0,341,2764,617,df_ml_nc_w_demo_ip
22,2,0.25,1968,4,827,923,df_ml_nc_w_demo_ip
23,0,0.25,72,390,2727,542,df_ml_nc_w_demo_ip
23,1,0.25,142,527,2618,444,df_ml_nc_w_demo_ip
23,2,0.25,2155,201,593,782,df_ml_nc_w_demo_ip
24,0,0.25,171,480,2616,456,df_ml_nc_w_demo_ip
24,1,0.25,128,401,2725,469,df_ml_nc_w_demo_ip
24,2,0.25,2167,104,724,728,df_ml_nc_w_demo_ip
25,0,0.25,23,321,2785,595,df_ml_nc_w_demo_ip
25,1,0.25,7,356,2774,587,df_ml_nc_w_demo_ip
25,2,0.25,2202,198,615,709,df_ml_nc_w_demo_ip
26,0,0.25,65,349,2723,584,df_ml_nc_w_demo_ip
26,1,0.25,74,435,2660,552,df_ml_nc_w_demo_ip
26,2,0.25,2093,39,792,797,df_ml_nc_w_demo_ip
27,0,0.25,27,342,2783,569,df_ml_nc_w_demo_ip
27,1,0.25,10,321,2842,548,df_ml_nc_w_demo_ip
27,2,0.25,2043,13,748,917,df_ml_nc_w_demo_ip
28,0,0.25,70,369,2716,566,df_ml_nc_w_demo_ip
28,1,0.25,105,442,2700,474,df_ml_nc_w_demo_ip
28,2,0.25,2191,167,638,725,df_ml_nc_w_demo_ip
29,0,0.25,56,372,2766,533,df_ml_nc_w_demo_ip
29,1,0.25,154,503,2626,444,df_ml_nc_w_demo_ip
29,2,0.25,2064,57,739,867,df_ml_nc_w_demo_ip
30,0,0.25,3,335,2805,581,df_ml_nc_w_demo_ip
30,1,0.25,19,383,2798,524,df_ml_nc_w_demo_ip
30,2,0.25,2047,36,720,921,df_ml_nc_w_demo_ip
31,0,0.25,34,344,2774,576,df_ml_nc_w_demo_ip
31,1,0.25,16,348,2806,558,df_ml_nc_w_demo_ip
31,2,0.25,2405,354,447,522,df_ml_nc_w_demo_ip
32,0,0.25,175,473,2628,448,df_ml_nc_w_demo_ip
32,1,0.25,56,397,2727,544,df_ml_nc_w_demo_ip
32,2,0.25,2112,102,721,789,df_ml_nc_w_demo_ip
33,0,0.25,11,323,2801,587,df_ml_nc_w_demo_ip
33,1,0.25,0,302,2847,573,df_ml_nc_w_demo_ip
33,2,0.25,2040,15,767,900,df_ml_nc_w_demo_ip
34,0,0.25,64,353,2760,545,df_ml_nc_w_demo_ip
34,1,0.25,8,339,2809,566,df_ml_nc_w_demo_ip
34,2,0.25,2026,31,778,887,df_ml_nc_w_demo_ip
35,0,0.25,18,276,2853,582,df_ml_nc_w_demo_ip
35,1,0.25,19,315,2825,570,df_ml_nc_w_demo_ip
35,2,0.25,2190,217,594,728,df_ml_nc_w_demo_ip
36,0,0.25,8,333,2757,625,df_ml_nc_w_demo_ip
36,1,0.25,1,400,2715,607,df_ml_nc_w_demo_ip
36,2,0.25,2022,7,830,864,df_ml_nc_w_demo_ip
37,0,0.25,73,396,2708,538,df_ml_nc_w_demo_ip
37,1,0.25,10,330,2805,570,df_ml_nc_w_demo_ip
37,2,0.25,1980,22,789,924,df_ml_nc_w_demo_ip
38,0,0.25,11,320,2800,593,df_ml_nc_w_demo_ip
38,1,0.25,0,373,2773,578,df_ml_nc_w_demo_ip
38,2,0.25,2071,16,766,871,df_ml_nc_w_demo_ip
39,0,0.25,45,357,2731,596,df_ml_nc_w_demo_ip
39,1,0.25,24,420,2705,580,df_ml_nc_w_demo_ip
39,2,0.25,2134,115,715,765,df_ml_nc_w_demo_ip
40,0,0.25,0,279,2812,626,df_ml_nc_w_demo_ip
40,1,0.25,35,362,2752,568,df_ml_nc_w_demo_ip
40,2,0.25,1949,6,810,952,df_ml_nc_w_demo_ip
41,0,0.25,100,383,2756,477,df_ml_nc_w_demo_ip
41,1,0.25,173,490,2678,375,df_ml_nc_w_demo_ip
41,2,0.25,2113,103,654,846,df_ml_nc_w_demo_ip
42,0,0.25,177,440,2649,463,df_ml_nc_w_demo_ip
42,1,0.25,83,398,2727,521,df_ml_nc_w_demo_ip
42,2,0.25,2180,192,631,726,df_ml_nc_w_demo_ip
43,0,0.25,203,573,2546,401,df_ml_nc_w_demo_ip
43,1,0.25,171,508,2643,401,df_ml_nc_w_demo_ip
43,2,0.25,2086,114,659,864,df_ml_nc_w_demo_ip
44,0,0.25,1,325,2789,609,df_ml_nc_w_demo_ip
44,1,0.25,0,319,2811,594,df_ml_nc_w_demo_ip
44,2,0.25,1999,4,813,908,df_ml_nc_w_demo_ip
45,0,0.25,9,287,2844,583,df_ml_nc_w_demo_ip
45,1,0.25,17,369,2772,565,df_ml_nc_w_demo_ip
45,2,0.25,2041,9,780,893,df_ml_nc_w_demo_ip
46,0,0.25,32,330,2791,573,df_ml_nc_w_demo_ip
46,1,0.25,4,343,2801,578,df_ml_nc_w_demo_ip
46,2,0.25,1996,2,804,924,df_ml_nc_w_demo_ip
47,0,0.25,133,420,2718,448,df_ml_nc_w_demo_ip
47,1,0.25,71,443,2732,473,df_ml_nc_w_demo_ip
47,2,0.25,2126,136,620,837,df_ml_nc_w_demo_ip
48,0,0.25,11,296,2768,647,df_ml_nc_w_demo_ip
48,1,0.25,32,363,2770,557,df_ml_nc_w_demo_ip
48,2,0.25,1978,19,811,914,df_ml_nc_w_demo_ip
49,0,0.25,53,429,2698,544,df_ml_nc_w_demo_ip
49,1,0.25,13,384,2762,565,df_ml_nc_w_demo_ip
49,2,0.25,2047,59,731,887,df_ml_nc_w_demo_ip
50,0,0.25,64,417,2700,537,df_ml_nc_w_demo_ip
50,1,0.25,125,471,2681,441,df_ml_nc_w_demo_ip
50,2,0.25,2028,16,776,898,df_ml_nc_w_demo_ip
51,0,0.25,17,348,2760,597,df_ml_nc_w_demo_ip
51,1,0.25,78,416,2723,505,df_ml_nc_w_demo_ip
51,2,0.25,1967,33,775,947,df_ml_nc_w_demo_ip
52,0,0.25,168,482,2601,462,df_ml_nc_w_demo_ip
52,1,0.25,89,408,2734,482,df_ml_nc_w_demo_ip
52,2,0.25,2185,178,634,716,df_ml_nc_w_demo_ip
53,0,0.25,22,347,2755,596,df_ml_nc_w_demo_ip
53,1,0.25,2,327,2801,590,df_ml_nc_w_demo_ip
53,2,0.25,1986,6,807,921,df_ml_nc_w_demo_ip
54,0,0.25,0,295,2811,617,df_ml_nc_w_demo_ip
54,1,0.25,103,437,2706,477,df_ml_nc_w_demo_ip
54,2,0.25,1939,1,802,981,df_ml_nc_w_demo_ip
55,0,0.25,40,321,2787,585,df_ml_nc_w_demo_ip
55,1,0.25,27,405,2724,577,df_ml_nc_w_demo_ip
55,2,0.25,1969,6,807,951,df_ml_nc_w_demo_ip
56,0,0.25,33,369,2713,607,df_ml_nc_w_demo_ip
56,1,0.25,13,365,2763,581,df_ml_nc_w_demo_ip
56,2,0.25,2042,77,752,851,df_ml_nc_w_demo_ip
