run,label_idx,crc_TP,crc_FP,crc_TN,crc_FN,rcps_TP,rcps_FP,rcps_TN,rcps_FN,ltt_TP,ltt_FP,ltt_TN,ltt_FN,name
19,0,440,2158,949,175,440,2158,949,175,0,0,3107,615,df_wo_demo_01
19,1,388,2312,842,180,388,2312,842,180,0,0,3154,568,df_wo_demo_01
19,2,2767,740,53,162,2767,740,53,162,0,0,793,2929,df_wo_demo_01
20,0,443,2249,857,172,461,2350,756,154,0,0,3106,615,df_wo_demo_01
20,1,411,2293,845,172,430,2376,762,153,0,0,3138,583,df_wo_demo_01
20,2,2686,763,48,224,2726,767,44,184,0,0,811,2910,df_wo_demo_01
21,0,500,2510,583,126,516,2596,497,110,0,0,3093,626,df_wo_demo_01
21,1,377,2074,1060,208,396,2186,948,189,0,0,3134,585,df_wo_demo_01
21,2,2691,757,50,221,2726,770,37,186,0,0,807,2912,df_wo_demo_01
22,0,468,2367,737,150,502,2509,595,116,240,1277,1827,378,df_wo_demo_01
22,1,390,1858,1247,227,415,2030,1075,202,128,741,2364,489,df_wo_demo_01
22,2,2757,797,34,134,2785,806,25,106,2164,635,196,727,df_wo_demo_01
23,0,439,2324,793,175,482,2484,633,132,0,0,3117,614,df_wo_demo_01
23,1,378,1990,1155,208,428,2209,936,158,0,0,3145,586,df_wo_demo_01
23,2,2751,733,61,186,2810,757,37,127,0,0,794,2937,df_wo_demo_01
24,0,463,2306,790,164,479,2389,707,148,0,0,3096,627,df_wo_demo_01
24,1,437,2183,943,160,460,2286,840,137,0,0,3126,597,df_wo_demo_01
24,2,2719,762,66,176,2752,776,52,143,0,0,828,2895,df_wo_demo_01
25,0,386,2066,1040,232,427,2237,869,191,275,1527,1579,343,df_wo_demo_01
25,1,283,1539,1591,311,325,1743,1387,269,176,1009,2121,418,df_wo_demo_01
25,2,2812,788,25,99,2838,794,19,73,2687,743,70,224,df_wo_demo_01
26,0,465,2242,830,184,485,2361,711,164,0,0,3072,649,df_wo_demo_01
26,1,494,2503,592,132,521,2616,479,105,0,0,3095,626,df_wo_demo_01
26,2,2724,786,45,166,2763,799,32,127,0,0,831,2890,df_wo_demo_01
27,0,457,2450,675,139,474,2541,584,122,0,0,3125,596,df_wo_demo_01
27,1,435,2555,608,123,452,2633,530,106,0,0,3163,558,df_wo_demo_01
27,2,2762,718,43,198,2808,729,32,152,0,0,761,2960,df_wo_demo_01
28,0,403,1919,1166,233,444,2138,947,192,186,884,2201,450,df_wo_demo_01
28,1,438,2386,756,141,468,2561,581,111,252,1340,1802,327,df_wo_demo_01
28,2,2774,774,31,142,2815,782,23,101,2376,640,165,540,df_wo_demo_01
29,0,444,2320,818,145,472,2461,677,117,0,0,3138,589,df_wo_demo_01
29,1,445,2238,891,153,476,2393,736,122,0,0,3129,598,df_wo_demo_01
29,2,2720,736,60,211,2764,752,44,167,0,0,796,2931,df_wo_demo_01
30,0,396,2205,935,188,445,2465,675,139,0,0,3140,584,df_wo_demo_01
30,1,312,1888,1293,231,351,2104,1077,192,0,0,3181,543,df_wo_demo_01
30,2,2783,706,50,185,2867,726,30,101,0,0,756,2968,df_wo_demo_01
31,0,366,1955,1163,244,389,2110,1008,221,263,1351,1767,347,df_wo_demo_01
31,1,365,1944,1210,209,399,2100,1054,175,257,1235,1919,317,df_wo_demo_01
31,2,2823,774,27,104,2845,780,21,82,2656,728,73,271,df_wo_demo_01
32,0,458,2337,764,165,488,2420,681,135,0,0,3101,623,df_wo_demo_01
32,1,441,2252,872,159,462,2378,746,138,0,0,3124,600,df_wo_demo_01
32,2,2724,779,44,177,2765,783,40,136,0,0,823,2901,df_wo_demo_01
33,0,443,2420,704,155,481,2598,526,117,0,0,3124,598,df_wo_demo_01
33,1,308,1770,1379,265,357,2011,1138,216,0,0,3149,573,df_wo_demo_01
33,2,2724,728,54,216,2815,763,19,125,0,0,782,2940,df_wo_demo_01
34,0,522,2639,474,87,541,2711,402,68,0,0,3113,609,df_wo_demo_01
34,1,398,2056,1092,176,418,2178,970,156,0,0,3148,574,df_wo_demo_01
34,2,2718,742,67,195,2758,754,55,155,0,0,809,2913,df_wo_demo_01
35,0,456,2399,730,144,491,2566,563,109,0,0,3129,600,df_wo_demo_01
35,1,375,2058,1082,214,405,2231,909,184,0,0,3140,589,df_wo_demo_01
35,2,2737,754,57,181,2779,769,42,139,0,0,811,2918,df_wo_demo_01
36,0,479,2404,686,154,525,2656,434,108,0,0,3090,633,df_wo_demo_01
36,1,381,1986,1129,227,432,2237,878,176,0,0,3115,608,df_wo_demo_01
36,2,2612,762,75,274,2718,797,40,168,0,0,837,2886,df_wo_demo_01
37,0,497,2594,510,114,497,2594,510,114,0,0,3104,611,df_wo_demo_01
37,1,373,2070,1065,207,373,2070,1065,207,0,0,3135,580,df_wo_demo_01
37,2,2732,775,36,172,2732,775,36,172,0,0,811,2904,df_wo_demo_01
38,0,470,2386,734,134,470,2386,734,134,0,0,3120,604,df_wo_demo_01
38,1,385,2042,1104,193,385,2042,1104,193,0,0,3146,578,df_wo_demo_01
38,2,2755,735,47,187,2755,735,47,187,0,0,782,2942,df_wo_demo_01
39,0,481,2235,853,160,504,2393,695,137,0,0,3088,641,df_wo_demo_01
39,1,415,2034,1091,189,444,2172,953,160,0,0,3125,604,df_wo_demo_01
39,2,2694,771,59,205,2745,787,43,154,0,0,830,2899,df_wo_demo_01
40,0,446,2160,931,180,490,2361,730,136,0,0,3091,626,df_wo_demo_01
40,1,416,2122,992,187,455,2345,769,148,0,0,3114,603,df_wo_demo_01
40,2,2735,770,46,166,2794,784,32,107,0,0,816,2901,df_wo_demo_01
41,0,462,2403,736,115,462,2403,736,115,0,0,3139,577,df_wo_demo_01
41,1,369,2097,1071,179,369,2097,1071,179,0,0,3168,548,df_wo_demo_01
41,2,2775,709,48,184,2775,709,48,184,0,0,757,2959,df_wo_demo_01
42,0,445,2159,930,195,464,2255,834,176,0,0,3089,640,df_wo_demo_01
42,1,397,2124,1001,207,419,2259,866,185,0,0,3125,604,df_wo_demo_01
42,2,2714,773,50,192,2755,779,44,151,0,0,823,2906,df_wo_demo_01
43,0,454,2383,736,150,454,2383,736,150,0,0,3119,604,df_wo_demo_01
43,1,443,2405,746,129,443,2405,746,129,0,0,3151,572,df_wo_demo_01
43,2,2758,722,51,192,2758,722,51,192,0,0,773,2950,df_wo_demo_01
44,0,522,2672,442,88,522,2672,442,88,0,0,3114,610,df_wo_demo_01
44,1,441,2238,892,153,441,2238,892,153,0,0,3130,594,df_wo_demo_01
44,2,2677,736,81,230,2677,736,81,230,0,0,817,2907,df_wo_demo_01
45,0,412,2155,976,180,452,2380,751,140,0,0,3131,592,df_wo_demo_01
45,1,437,2310,831,145,473,2462,679,109,0,0,3141,582,df_wo_demo_01
45,2,2713,721,68,221,2781,738,51,153,0,0,789,2934,df_wo_demo_01
46,0,521,2636,485,84,542,2777,344,63,0,0,3121,605,df_wo_demo_01
46,1,364,2009,1135,218,400,2203,941,182,0,0,3144,582,df_wo_demo_01
46,2,2649,734,72,271,2754,767,39,166,0,0,806,2920,df_wo_demo_01
47,0,434,2305,833,147,448,2388,750,133,0,0,3138,581,df_wo_demo_01
47,1,402,2365,810,142,419,2470,705,125,0,0,3175,544,df_wo_demo_01
47,2,2773,705,51,190,2801,713,43,162,0,0,756,2963,df_wo_demo_01
48,0,505,2264,800,153,526,2347,717,132,0,0,3064,658,df_wo_demo_01
48,1,422,2121,1012,167,439,2233,900,150,0,0,3133,589,df_wo_demo_01
48,2,2701,760,70,191,2749,776,54,143,0,0,830,2892,df_wo_demo_01
49,0,456,2354,773,141,486,2494,633,111,0,0,3127,597,df_wo_demo_01
49,1,404,2203,943,174,425,2337,809,153,0,0,3146,578,df_wo_demo_01
49,2,2673,723,67,261,2721,738,52,213,0,0,790,2934,df_wo_demo_01
50,0,476,2447,670,125,497,2570,547,104,0,0,3117,601,df_wo_demo_01
50,1,441,2337,815,125,463,2475,677,103,0,0,3152,566,df_wo_demo_01
50,2,2684,726,66,242,2753,742,50,173,0,0,792,2926,df_wo_demo_01
51,0,434,2150,958,180,453,2301,807,161,0,0,3108,614,df_wo_demo_01
51,1,429,2318,821,154,457,2455,684,126,0,0,3139,583,df_wo_demo_01
51,2,2762,757,51,152,2802,770,38,112,0,0,808,2914,df_wo_demo_01
52,0,433,2134,949,197,469,2287,796,161,0,0,3083,630,df_wo_demo_01
52,1,388,2138,1004,183,426,2351,791,145,0,0,3142,571,df_wo_demo_01
52,2,2699,762,50,202,2757,779,33,144,0,0,812,2901,df_wo_demo_01
53,0,499,2448,654,119,532,2584,518,86,0,0,3102,618,df_wo_demo_01
53,1,368,1953,1175,224,419,2224,904,173,0,0,3128,592,df_wo_demo_01
53,2,2644,733,80,263,2728,752,61,179,0,0,813,2907,df_wo_demo_01
54,0,500,2476,630,117,518,2574,532,99,0,0,3106,617,df_wo_demo_01
54,1,426,2236,907,154,449,2385,758,131,0,0,3143,580,df_wo_demo_01
54,2,2704,739,64,216,2786,767,36,134,0,0,803,2920,df_wo_demo_01
55,0,543,2624,484,82,574,2786,322,51,0,0,3108,625,df_wo_demo_01
55,1,377,2020,1109,227,417,2177,952,187,0,0,3129,604,df_wo_demo_01
55,2,2675,734,79,245,2735,757,56,185,0,0,813,2920,df_wo_demo_01
56,0,422,2087,995,218,461,2239,843,179,0,0,3082,640,df_wo_demo_01
56,1,396,2053,1075,198,423,2195,933,171,0,0,3128,594,df_wo_demo_01
56,2,2673,782,47,220,2746,794,35,147,0,0,829,2893,df_wo_demo_01
57,0,473,2364,757,129,499,2494,627,103,0,0,3121,602,df_wo_demo_01
57,1,432,2359,773,159,452,2481,651,139,0,0,3132,591,df_wo_demo_01
57,2,2622,721,80,300,2696,739,62,226,0,0,801,2922,df_wo_demo_01
58,0,486,2448,654,129,506,2538,564,109,0,0,3102,615,df_wo_demo_01
58,1,470,2537,599,111,484,2678,458,97,0,0,3136,581,df_wo_demo_01
58,2,2694,736,55,232,2742,748,43,184,0,0,791,2926,df_wo_demo_01
59,0,448,2314,805,162,462,2399,720,148,0,0,3119,610,df_wo_demo_01
59,1,420,2402,759,148,460,2559,602,108,0,0,3161,568,df_wo_demo_01
59,2,2748,733,60,188,2797,752,41,139,0,0,793,2936,df_wo_demo_01
60,0,498,2495,614,112,520,2612,497,90,0,0,3109,610,df_wo_demo_01
60,1,430,2156,952,181,458,2314,794,153,0,0,3108,611,df_wo_demo_01
60,2,2756,770,37,156,2800,779,28,112,0,0,807,2912,df_wo_demo_01
61,0,410,2047,1040,226,446,2235,852,190,0,0,3087,636,df_wo_demo_01
61,1,436,2375,770,142,468,2568,577,110,0,0,3145,578,df_wo_demo_01
61,2,2781,783,35,124,2820,796,22,85,0,0,818,2905,df_wo_demo_01
62,0,528,2569,512,109,528,2569,512,109,0,0,3081,637,df_wo_demo_01
62,1,394,2063,1073,188,394,2063,1073,188,0,0,3136,582,df_wo_demo_01
62,2,2667,739,76,236,2667,739,76,236,0,0,815,2903,df_wo_demo_01
63,0,465,2433,688,135,465,2433,688,135,0,0,3121,600,df_wo_demo_01
63,1,443,2399,764,115,443,2399,764,115,0,0,3163,558,df_wo_demo_01
63,2,2692,716,68,245,2692,716,68,245,0,0,784,2937,df_wo_demo_01
64,0,512,2432,654,127,540,2621,465,99,0,0,3086,639,df_wo_demo_01
64,1,393,1946,1167,219,429,2137,976,183,0,0,3113,612,df_wo_demo_01
64,2,2694,761,62,208,2766,781,42,136,0,0,823,2902,df_wo_demo_01
65,0,507,2571,532,111,529,2693,410,89,0,0,3103,618,df_wo_demo_01
65,1,319,1591,1508,303,353,1723,1376,269,0,0,3099,622,df_wo_demo_01
65,2,2756,784,50,131,2802,802,32,85,0,0,834,2887,df_wo_demo_01
66,0,475,2544,592,111,493,2650,486,93,0,0,3136,586,df_wo_demo_01
66,1,367,1946,1188,221,395,2071,1063,193,0,0,3134,588,df_wo_demo_01
66,2,2743,768,39,172,2769,772,35,146,0,0,807,2915,df_wo_demo_01
67,0,518,2585,515,102,529,2650,450,91,0,0,3100,620,df_wo_demo_01
67,1,441,2279,831,169,462,2372,738,148,0,0,3110,610,df_wo_demo_01
67,2,2690,758,59,213,2736,771,46,167,0,0,817,2903,df_wo_demo_01
68,0,507,2387,702,124,526,2528,561,105,0,0,3089,631,df_wo_demo_01
68,1,427,2313,806,174,457,2464,655,144,0,0,3119,601,df_wo_demo_01
68,2,2667,773,60,220,2730,798,35,157,0,0,833,2887,df_wo_demo_01
69,0,447,2082,1000,196,489,2252,830,154,0,0,3082,643,df_wo_demo_01
69,1,373,1968,1174,210,417,2184,958,166,0,0,3142,583,df_wo_demo_01
69,2,2753,775,48,149,2805,791,32,97,0,0,823,2902,df_wo_demo_01
70,0,422,2174,927,189,457,2290,811,154,0,0,3101,611,df_wo_demo_01
70,1,321,1896,1238,257,335,2002,1132,243,0,0,3134,578,df_wo_demo_01
70,2,2787,778,30,117,2824,784,24,80,0,0,808,2904,df_wo_demo_01
71,0,487,2438,666,132,506,2539,565,113,0,0,3104,619,df_wo_demo_01
71,1,383,2092,1062,186,406,2214,940,163,0,0,3154,569,df_wo_demo_01
71,2,2694,751,56,222,2753,762,45,163,0,0,807,2916,df_wo_demo_01
72,0,558,2586,480,98,585,2693,373,71,0,0,3066,656,df_wo_demo_01
72,1,352,1857,1261,252,385,2056,1062,219,0,0,3118,604,df_wo_demo_01
72,2,2544,766,75,337,2646,800,41,235,0,0,841,2881,df_wo_demo_01
73,0,526,2574,529,94,544,2652,451,76,0,0,3103,620,df_wo_demo_01
73,1,436,2458,697,132,453,2540,615,115,0,0,3155,568,df_wo_demo_01
73,2,2680,727,73,243,2718,733,67,205,0,0,800,2923,df_wo_demo_01
74,0,540,2597,486,98,540,2597,486,98,0,0,3083,638,df_wo_demo_01
74,1,532,2834,300,55,532,2834,300,55,0,0,3134,587,df_wo_demo_01
74,2,2619,747,73,282,2619,747,73,282,0,0,820,2901,df_wo_demo_01
75,0,568,2843,258,51,596,2942,159,23,0,0,3101,619,df_wo_demo_01
75,1,418,2378,776,148,442,2564,590,124,0,0,3154,566,df_wo_demo_01
75,2,2611,704,92,313,2721,730,66,203,0,0,796,2924,df_wo_demo_01
76,0,495,2533,574,118,517,2653,454,96,0,0,3107,613,df_wo_demo_01
76,1,394,2229,921,176,430,2392,758,140,0,0,3150,570,df_wo_demo_01
76,2,2681,738,56,245,2764,754,40,162,0,0,794,2926,df_wo_demo_01
77,0,454,2396,720,152,481,2507,609,125,0,0,3116,606,df_wo_demo_01
77,1,375,2098,1047,202,404,2270,875,173,0,0,3145,577,df_wo_demo_01
77,2,2764,748,47,163,2808,761,34,119,0,0,795,2927,df_wo_demo_01
78,0,450,2288,821,165,481,2438,671,134,0,0,3109,615,df_wo_demo_01
78,1,399,2148,988,189,433,2364,772,155,0,0,3136,588,df_wo_demo_01
78,2,2739,778,44,163,2797,794,28,105,0,0,822,2902,df_wo_demo_01
79,0,488,2459,636,138,517,2626,469,109,0,0,3095,626,df_wo_demo_01
79,1,416,2214,902,189,444,2350,766,161,0,0,3116,605,df_wo_demo_01
79,2,2660,777,54,230,2714,794,37,176,0,0,831,2890,df_wo_demo_01
80,0,481,2506,611,123,501,2569,548,103,0,0,3117,604,df_wo_demo_01
80,1,443,2350,773,155,470,2446,677,128,0,0,3123,598,df_wo_demo_01
80,2,2681,747,49,244,2736,759,37,189,0,0,796,2925,df_wo_demo_01
81,0,471,2512,618,121,506,2653,477,86,0,0,3130,592,df_wo_demo_01
81,1,406,2201,944,171,448,2429,716,129,0,0,3145,577,df_wo_demo_01
81,2,2694,728,65,235,2778,741,52,151,0,0,793,2929,df_wo_demo_01
82,0,409,2328,788,192,461,2557,559,140,0,0,3116,601,df_wo_demo_01
82,1,358,1882,1240,237,402,2124,998,193,0,0,3122,595,df_wo_demo_01
82,2,2678,735,67,237,2773,762,40,142,0,0,802,2915,df_wo_demo_01
83,0,485,2443,663,130,485,2443,663,130,0,0,3106,615,df_wo_demo_01
83,1,412,2225,917,167,412,2225,917,167,0,0,3142,579,df_wo_demo_01
83,2,2705,730,67,219,2705,730,67,219,0,0,797,2924,df_wo_demo_01
84,0,488,2375,708,142,517,2523,560,113,0,0,3083,630,df_wo_demo_01
84,1,355,1764,1336,258,406,1957,1143,207,0,0,3100,613,df_wo_demo_01
84,2,2648,754,68,243,2722,773,49,169,0,0,822,2891,df_wo_demo_01
85,0,489,2377,710,143,515,2520,567,117,0,0,3087,632,df_wo_demo_01
85,1,318,1656,1451,294,349,1829,1278,263,0,0,3107,612,df_wo_demo_01
85,2,2794,785,41,99,2830,800,26,63,0,0,826,2893,df_wo_demo_01
86,0,469,2356,765,132,478,2432,689,123,0,0,3121,601,df_wo_demo_01
86,1,436,2312,825,149,450,2378,759,135,0,0,3137,585,df_wo_demo_01
86,2,2771,750,38,163,2794,756,32,140,0,0,788,2934,df_wo_demo_01
87,0,415,2311,827,175,439,2433,705,151,0,0,3138,590,df_wo_demo_01
87,1,368,2176,985,199,393,2312,849,174,0,0,3161,567,df_wo_demo_01
87,2,2789,733,47,159,2833,747,33,115,0,0,780,2948,df_wo_demo_01
88,0,484,2412,681,142,514,2506,587,112,0,0,3093,626,df_wo_demo_01
88,1,425,2355,784,155,451,2460,679,129,0,0,3139,580,df_wo_demo_01
88,2,2716,758,57,188,2757,771,44,147,0,0,815,2904,df_wo_demo_01
89,0,555,2730,374,66,555,2730,374,66,0,0,3104,621,df_wo_demo_01
89,1,408,2220,929,168,408,2220,929,168,0,0,3149,576,df_wo_demo_01
89,2,2710,736,63,216,2710,736,63,216,0,0,799,2926,df_wo_demo_01
90,0,532,2537,554,103,561,2710,381,74,0,0,3091,635,df_wo_demo_01
90,1,510,2683,464,69,527,2868,279,52,0,0,3147,579,df_wo_demo_01
90,2,2602,725,86,313,2701,759,52,214,0,0,811,2915,df_wo_demo_01
91,0,458,2311,810,149,487,2474,647,120,0,0,3121,607,df_wo_demo_01
91,1,413,2387,786,142,451,2596,577,104,0,0,3173,555,df_wo_demo_01
91,2,2731,722,63,212,2809,746,39,134,0,0,785,2943,df_wo_demo_01
92,0,458,2353,757,150,489,2489,621,119,0,0,3110,608,df_wo_demo_01
92,1,392,2084,1045,197,419,2205,924,170,0,0,3129,589,df_wo_demo_01
92,2,2748,768,44,158,2789,781,31,117,0,0,812,2906,df_wo_demo_01
93,0,471,2511,623,119,497,2671,463,93,0,0,3134,590,df_wo_demo_01
93,1,351,1983,1195,195,383,2172,1006,163,0,0,3178,546,df_wo_demo_01
93,2,2770,717,56,181,2812,730,43,139,0,0,773,2951,df_wo_demo_01
94,0,511,2502,587,123,536,2603,486,98,0,0,3089,634,df_wo_demo_01
94,1,369,1935,1184,235,401,2114,1005,203,0,0,3119,604,df_wo_demo_01
94,2,2705,779,46,193,2751,792,33,147,0,0,825,2898,df_wo_demo_01
95,0,503,2460,634,129,530,2587,507,102,0,0,3094,632,df_wo_demo_01
95,1,460,2246,878,142,484,2383,741,118,0,0,3124,602,df_wo_demo_01
95,2,2671,760,60,235,2734,784,36,172,0,0,820,2906,df_wo_demo_01
96,0,421,2348,777,179,441,2404,721,159,0,0,3125,600,df_wo_demo_01
96,1,395,2294,870,166,412,2389,775,149,0,0,3164,561,df_wo_demo_01
96,2,2790,736,45,154,2814,741,40,130,0,0,781,2944,df_wo_demo_01
97,0,495,2488,606,138,525,2610,484,108,0,0,3094,633,df_wo_demo_01
97,1,459,2371,763,134,479,2506,628,114,0,0,3134,593,df_wo_demo_01
97,2,2664,758,71,234,2707,777,52,191,0,0,829,2898,df_wo_demo_01
98,0,409,2054,1049,205,452,2273,830,162,0,0,3103,614,df_wo_demo_01
98,1,288,1524,1603,302,334,1724,1403,256,0,0,3127,590,df_wo_demo_01
98,2,2767,772,41,137,2825,788,25,79,0,0,813,2904,df_wo_demo_01
99,0,435,2221,880,185,461,2324,777,159,0,0,3101,620,df_wo_demo_01
99,1,310,1602,1529,280,346,1796,1335,244,0,0,3131,590,df_wo_demo_01
99,2,2704,748,61,208,2770,772,37,142,0,0,809,2912,df_wo_demo_01
0,0,350,1668,1409,299,434,2195,882,215,235,1095,1982,414,df_w_demo_01
0,1,369,1995,1167,195,444,2446,716,120,278,1502,1660,286,df_w_demo_01
0,2,2789,765,30,142,2860,783,12,71,2618,726,69,313,df_w_demo_01
1,0,438,2274,843,174,438,2274,843,174,0,0,3117,612,df_w_demo_01
1,1,423,2497,683,126,423,2497,683,126,0,0,3180,549,df_w_demo_01
1,2,2718,719,66,226,2718,719,66,226,0,0,785,2944,df_w_demo_01
2,0,393,2058,1067,201,416,2185,940,178,0,0,3125,594,df_w_demo_01
2,1,400,2285,889,145,426,2389,785,119,0,0,3174,545,df_w_demo_01
2,2,2732,721,52,214,2786,734,39,160,0,0,773,2946,df_w_demo_01
3,0,444,2078,1019,182,479,2290,807,147,0,0,3097,626,df_w_demo_01
3,1,419,2147,982,175,458,2336,793,136,0,0,3129,594,df_w_demo_01
3,2,2741,779,40,163,2797,794,25,107,0,0,819,2904,df_w_demo_01
4,0,454,2235,884,153,485,2441,678,122,271,1286,1833,336,df_w_demo_01
4,1,361,1936,1213,216,397,2126,1023,180,175,987,2162,402,df_w_demo_01
4,2,2812,755,31,128,2856,767,19,84,2410,637,149,530,df_w_demo_01
5,0,426,2231,888,178,426,2231,888,178,0,0,3119,604,df_w_demo_01
5,1,449,2258,860,156,449,2258,860,156,0,0,3118,605,df_w_demo_01
5,2,2742,777,43,161,2742,777,43,161,0,0,820,2903,df_w_demo_01
6,0,416,2263,866,177,464,2418,711,129,0,0,3129,593,df_w_demo_01
6,1,351,1878,1256,237,380,2060,1074,208,0,0,3134,588,df_w_demo_01
6,2,2790,735,40,157,2840,752,23,107,0,0,775,2947,df_w_demo_01
7,0,454,2390,746,130,485,2583,553,99,0,0,3136,584,df_w_demo_01
7,1,368,1975,1158,219,415,2217,916,172,0,0,3133,587,df_w_demo_01
7,2,2654,704,73,289,2756,725,52,187,0,0,777,2943,df_w_demo_01
8,0,383,2087,1043,211,383,2087,1043,211,0,0,3130,594,df_w_demo_01
8,1,412,2467,718,127,412,2467,718,127,0,0,3185,539,df_w_demo_01
8,2,2818,731,39,136,2818,731,39,136,0,0,770,2954,df_w_demo_01
9,0,403,2076,1045,198,430,2270,851,171,0,0,3121,601,df_w_demo_01
9,1,485,2625,525,87,513,2768,382,59,0,0,3150,572,df_w_demo_01
9,2,2690,736,63,233,2772,752,47,151,0,0,799,2923,df_w_demo_01
10,0,438,2117,990,172,470,2259,848,140,288,1429,1678,322,df_w_demo_01
10,1,420,2165,973,159,443,2294,844,136,277,1380,1758,302,df_w_demo_01
10,2,2781,759,47,130,2813,772,34,98,2481,682,124,430,df_w_demo_01
11,0,419,2327,801,173,434,2385,743,158,0,0,3128,592,df_w_demo_01
11,1,438,2492,677,113,449,2559,610,102,0,0,3169,551,df_w_demo_01
11,2,2768,735,40,177,2809,742,33,136,0,0,775,2945,df_w_demo_01
12,0,502,2381,708,125,520,2491,598,107,0,0,3089,627,df_w_demo_01
12,1,434,2211,892,179,456,2349,754,157,0,0,3103,613,df_w_demo_01
12,2,2680,775,61,200,2737,793,43,143,0,0,836,2880,df_w_demo_01
13,0,452,2223,875,178,486,2339,759,144,279,1408,1690,351,df_w_demo_01
13,1,344,1719,1397,268,369,1867,1249,243,205,1029,2087,407,df_w_demo_01
13,2,2784,794,33,117,2809,802,25,92,2541,720,107,360,df_w_demo_01
14,0,471,2460,671,110,492,2598,533,89,0,0,3131,581,df_w_demo_01
14,1,388,2219,939,166,425,2412,746,129,0,0,3158,554,df_w_demo_01
14,2,2714,700,68,230,2781,719,49,163,0,0,768,2944,df_w_demo_01
15,0,457,2322,768,175,503,2508,582,129,0,0,3090,632,df_w_demo_01
15,1,391,2163,977,191,418,2376,764,164,0,0,3140,582,df_w_demo_01
15,2,2686,761,56,219,2744,783,34,161,0,0,817,2905,df_w_demo_01
16,0,482,2471,663,106,498,2591,543,90,0,0,3134,588,df_w_demo_01
16,1,415,2317,835,155,433,2417,735,137,0,0,3152,570,df_w_demo_01
16,2,2730,715,70,207,2771,729,56,166,0,0,785,2937,df_w_demo_01
17,0,437,2161,928,193,465,2307,782,165,0,0,3089,630,df_w_demo_01
17,1,363,1963,1180,213,397,2146,997,179,0,0,3143,576,df_w_demo_01
17,2,2716,758,55,190,2771,773,40,135,0,0,813,2906,df_w_demo_01
18,0,373,2099,1035,211,412,2285,849,172,0,0,3134,584,df_w_demo_01
18,1,386,2256,913,163,430,2495,674,119,0,0,3169,549,df_w_demo_01
18,2,2799,717,46,156,2850,736,27,105,0,0,763,2955,df_w_demo_01
19,0,531,2641,466,84,552,2781,326,63,0,0,3107,615,df_w_demo_01
19,1,255,1558,1596,313,299,1808,1346,269,0,0,3154,568,df_w_demo_01
19,2,2715,733,60,214,2799,756,37,130,0,0,793,2929,df_w_demo_01
20,0,439,2207,899,176,461,2320,786,154,0,0,3106,615,df_w_demo_01
20,1,456,2462,676,127,479,2587,551,104,0,0,3138,583,df_w_demo_01
20,2,2672,769,42,238,2706,777,34,204,0,0,811,2910,df_w_demo_01
21,0,498,2490,603,128,510,2565,528,116,0,0,3093,626,df_w_demo_01
21,1,376,2036,1098,209,395,2147,987,190,0,0,3134,585,df_w_demo_01
21,2,2690,754,53,222,2743,763,44,169,0,0,807,2912,df_w_demo_01
22,0,539,2656,448,79,539,2656,448,79,0,0,3104,618,df_w_demo_01
22,1,288,1364,1741,329,288,1364,1741,329,0,0,3105,617,df_w_demo_01
22,2,2776,814,17,115,2776,814,17,115,0,0,831,2891,df_w_demo_01
23,0,417,2236,881,197,439,2333,784,175,139,802,2315,475,df_w_demo_01
23,1,459,2502,643,127,474,2575,570,112,199,1078,2067,387,df_w_demo_01
23,2,2788,748,46,149,2816,754,40,121,1949,559,235,988,df_w_demo_01
24,0,457,2296,800,170,473,2373,723,154,0,0,3096,627,df_w_demo_01
24,1,430,2172,954,167,441,2275,851,156,0,0,3126,597,df_w_demo_01
24,2,2744,781,47,151,2770,790,38,125,0,0,828,2895,df_w_demo_01
25,0,403,2113,993,215,445,2286,820,173,303,1583,1523,315,df_w_demo_01
25,1,300,1557,1573,294,330,1739,1391,264,204,1062,2068,390,df_w_demo_01
25,2,2831,790,23,80,2846,796,17,65,2734,761,52,177,df_w_demo_01
26,0,464,2223,849,185,489,2335,737,160,0,0,3072,649,df_w_demo_01
26,1,487,2408,687,139,514,2536,559,112,0,0,3095,626,df_w_demo_01
26,2,2702,786,45,188,2739,793,38,151,0,0,831,2890,df_w_demo_01
27,0,438,2354,771,158,465,2479,646,131,0,0,3125,596,df_w_demo_01
27,1,398,2285,878,160,418,2450,713,140,0,0,3163,558,df_w_demo_01
27,2,2738,708,53,222,2794,719,42,166,0,0,761,2960,df_w_demo_01
28,0,399,1921,1164,237,432,2017,1068,204,187,853,2232,449,df_w_demo_01
28,1,441,2291,851,138,457,2370,772,122,211,1155,1987,368,df_w_demo_01
28,2,2794,779,26,122,2814,783,22,102,2259,621,184,657,df_w_demo_01
29,0,388,2160,978,201,420,2276,862,169,0,0,3138,589,df_w_demo_01
29,1,496,2574,555,102,517,2649,480,81,0,0,3129,598,df_w_demo_01
29,2,2737,737,59,194,2791,751,45,140,0,0,796,2931,df_w_demo_01
30,0,374,2077,1063,210,411,2267,873,173,254,1382,1758,330,df_w_demo_01
30,1,319,1881,1300,224,354,2097,1084,189,204,1272,1909,339,df_w_demo_01
30,2,2873,730,26,95,2912,740,16,56,2629,666,90,339,df_w_demo_01
31,0,380,1943,1175,230,409,2082,1036,201,331,1657,1461,279,df_w_demo_01
31,1,326,1637,1517,248,356,1773,1381,218,270,1326,1828,304,df_w_demo_01
